mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,episodic_capacity,semantic_capacity,short_capacity,semantic_decay_factor,test_mean,test_std
random,random,avoid_walls,False,96,48,48,1,0.7,141.6,2.125088233462314
random,random,avoid_walls,False,96,48,48,1,0.99,141.54000000000002,6.962930417575631
random,random,avoid_walls,False,96,48,48,1,0.5,140.56,11.629548572494121
random,random,avoid_walls,False,96,48,48,1,0.9,137.92,2.618701968533271
episodic,episodic,random,False,96,96,0,1,1.0,135.64000000000001,8.534072884619627
random,random,avoid_walls,include_walls,96,48,48,1,0.5,134.14,4.919593479140325
random,random,avoid_walls,exclude_walls,96,48,48,1,0.5,133.56,9.777238874038003
random,random,avoid_walls,exclude_walls,96,48,48,1,0.9,132.94,9.57634585841593
random,random,random,False,96,48,48,1,0.7,131.21999999999997,6.345202912437084
random,random,avoid_walls,exclude_walls,96,48,48,1,0.99,130.42000000000002,8.950396639255716
random,random,random,False,96,48,48,1,0.9,129.5,7.071633474664821
random,random,avoid_walls,include_walls,96,48,48,1,0.7,128.94,7.8639938962336435
random,random,avoid_walls,include_walls,96,48,48,1,0.9,128.71999999999997,9.39093179615314
random,random,avoid_walls,include_walls,96,48,48,1,0.99,125.74000000000001,10.506302870182262
random,random,random,False,96,48,48,1,0.99,125.02000000000001,12.00689801738984
random,random,random,include_walls,96,48,48,1,0.5,123.7,5.1392606472137645
random,random,random,include_walls,96,48,48,1,0.7,123.16,6.837133902447727
random,random,random,False,96,48,48,1,0.5,122.97999999999999,9.939295749699774
random,random,random,exclude_walls,96,48,48,1,0.99,120.54,4.351367601111176
random,random,random,exclude_walls,96,48,48,1,0.7,119.6,11.62806948723648
random,random,random,include_walls,96,48,48,1,0.9,119.04,6.799294081005766
random,random,random,exclude_walls,96,48,48,1,0.5,115.38,2.986904752415113
random,random,random,exclude_walls,96,48,48,1,0.9,114.2,3.0626785662227127
random,random,random,include_walls,96,48,48,1,0.99,113.66,8.088905982887923
random,random,avoid_walls,False,96,0,96,1,0.9,102.24000000000001,4.335250857793586
random,random,avoid_walls,False,96,0,96,1,0.99,96.58000000000001,14.283052894952112
random,random,avoid_walls,False,96,0,96,1,0.7,94.92,10.655965465409503
random,random,avoid_walls,exclude_walls,96,0,96,1,0.9,91.22,4.440900809520517
random,random,avoid_walls,False,96,0,96,1,0.5,90.8,6.829348431585551
random,random,avoid_walls,include_walls,96,0,96,1,0.9,90.8,5.1795752721627695
random,random,avoid_walls,exclude_walls,96,0,96,1,0.99,90.18,6.399499980467224
random,random,avoid_walls,exclude_walls,96,0,96,1,0.5,88.43999999999998,8.173273517997549
random,random,avoid_walls,include_walls,96,0,96,1,0.5,87.88,10.441532454577725
random,random,avoid_walls,False,96,96,0,1,1.0,86.16,4.145648320829926
random,random,avoid_walls,exclude_walls,96,0,96,1,0.7,85.92,7.4313928707880885
random,random,random,False,96,0,96,1,0.99,85.2,9.717612875598617
random,random,random,False,96,0,96,1,0.9,85.05999999999999,9.769053178276797
random,random,random,False,96,0,96,1,0.7,84.91999999999999,9.935270504621402
random,random,random,False,96,0,96,1,0.5,84.84,9.954014265611638
random,random,avoid_walls,include_walls,96,0,96,1,0.7,83.86000000000001,3.84530883025018
random,random,random,exclude_walls,96,0,96,1,0.5,82.32000000000001,7.785473652899997
random,random,random,include_walls,96,0,96,1,0.5,79.02000000000001,6.030721349888417
random,random,avoid_walls,include_walls,96,0,96,1,0.99,78.17999999999999,10.168067663032145
random,random,random,exclude_walls,96,0,96,1,0.9,78.06,9.565061421653287
random,random,random,exclude_walls,96,0,96,1,0.99,76.52000000000001,10.492549737790142
random,random,random,exclude_walls,96,0,96,1,0.7,75.84,5.905116425609239
random,random,random,include_walls,96,0,96,1,0.99,74.46000000000001,10.023093334894172
random,random,random,include_walls,96,0,96,1,0.9,74.1,8.259539938761723
random,random,random,False,96,96,0,1,1.0,73.47999999999999,4.1383088333279305
random,random,random,include_walls,96,0,96,1,0.7,72.76,4.850814364619619
semantic,semantic,avoid_walls,include_walls,192,0,192,1,0.5,357.28000000000003,19.438045169203612
semantic,semantic,avoid_walls,exclude_walls,192,0,192,1,0.5,355.0200000000001,15.53092399054223
